Response ID;Date submitted;Last page;Start language;Seed;Please rate the following questions for the following screenshot    [I think that I would like to use this system frequently];Please rate the following questions for the following screenshot    [I found the system unnecessarily complex];Please rate the following questions for the following screenshot    [I thought the system was easy to use];Please rate the following questions for the following screenshot    [I think that I would need the support of a technical person to be able to use this system];Please rate the following questions for the following screenshot    [I found the various functions in this system were well integrated];Please rate the following questions for the following screenshot    [I thought there was too much inconsistency in this system];Please rate the following questions for the following screenshot    [I would imagine that most people would learn to use this system very quickly];Please rate the following questions for the following screenshot    [I would find the system very cumbersome to use];Please rate the following questions for the following screenshot    [I would feel very confident using the system];Please rate the following questions for the following screenshot    [I would need to learn a lot of things before I could get going with this system];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) obstructive -- (7) supportive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) complicated -- (7) simple];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) inefficient -- (7) efficient];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) confusing -- (7) clear];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) boring -- (7) exciting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) not interesting -- (7) interesting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conventional -- (7) inventive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes. Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conservative -- (7) innovative];Please rate the following questions for the following screenshot:    [I think that I would like to use this system frequently];Please rate the following questions for the following screenshot:    [I found the system unnecessarily complex];Please rate the following questions for the following screenshot:    [I thought the system was easy to use];Please rate the following questions for the following screenshot:    [I think that I would need the support of a technical person to be able to use this system];Please rate the following questions for the following screenshot:    [I found the various functions in this system were well integrated];Please rate the following questions for the following screenshot:    [I thought there was too much inconsistency in this system];Please rate the following questions for the following screenshot:    [I would imagine that most people would learn to use this system very quickly];Please rate the following questions for the following screenshot:    [I would find the system very cumbersome to use];Please rate the following questions for the following screenshot:    [I would feel very confident using the system];Please rate the following questions for the following screenshot:    [I would need to learn a lot of things before I could get going with this system];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) obstructive -- (7) supportive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) complicated -- (7) easy];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) inefficient -- (7) efficient];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) confusing -- (7) clear];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) boring -- (7) exciting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) not interesting -- (7) interesting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conservative -- (7) innovative];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conventional -- (7) inventive];Please rate the following questions for the screenshot below:    [I think that I would like to use this system frequently];Please rate the following questions for the screenshot below:    [I found the system unnecessarily complex];Please rate the following questions for the screenshot below:    [I thought the system was easy to use];Please rate the following questions for the screenshot below:    [I think that I would need the support of a technical person to be able to use this system];Please rate the following questions for the screenshot below:    [I found the various functions in this system were well integrated];Please rate the following questions for the screenshot below:    [I thought there was too much inconsistency in this system];Please rate the following questions for the screenshot below:    [I would imagine that most people would learn to use this system very quickly];Please rate the following questions for the screenshot below:    [I would find the system very cumbersome to use];Please rate the following questions for the screenshot below:    [I would feel very confident using the system];Please rate the following questions for the screenshot below:    [I would need to learn a lot of things before I could get going with this system];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) obstructive -- (7) supportive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) complicated -- (7) easy];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) inefficient -- (7) efficient];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) confusing -- (7) clear];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) lboring -- (7) exciting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) not interesting -- (7) interesting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conventional -- (7) inventive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conservative -- (7) innovative];Please rate the following questions for the screenshot below:    [I think that I would like to use this system frequently];Please rate the following questions for the screenshot below:    [I found the system unnecessarily complex];Please rate the following questions for the screenshot below:    [I thought the system was easy to use];Please rate the following questions for the screenshot below:    [I think that I would need the support of a technical person to be able to use this system];Please rate the following questions for the screenshot below:    [I found the various functions in this system were well integrated];Please rate the following questions for the screenshot below:    [I thought there was too much inconsistency in this system];Please rate the following questions for the screenshot below:    [I would imagine that most people would learn to use this system very quickly];Please rate the following questions for the screenshot below:    [I would find the system very cumbersome to use];Please rate the following questions for the screenshot below:    [I would feel very confident using the system];Please rate the following questions for the screenshot below:    [I would need to learn a lot of things before I could get going with this system];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) obstructive -- (7) supportive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) complicated -- (7) easy];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) inefficient -- (7) efficient];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) confusing -- (7) clear];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) boring -- (7) exciting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) not interesting -- (7) interesting];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conventional -- (7) inventive];Please enter your respective rating for the following attribute pairs on a scale of 1 - 7 for the following screenshot. The attributes on the left side always represent the extremes.  Please decide as spontaneously as possible. It is important that you do not think about the terms for a long time, so that your immediate assessment comes into play.    [(1) conservative -- (7) innovative];Please indicate your current age in years.;Please enter your biological gender here;"Please indicate to what extent you are already familiar with the GUIs shown. If you know neither the GUIs nor the associated systems, please always select ""1 (the GUIs are not familiar to me)"". [SAP S/4HANA FIORI]";"Please indicate to what extent you are already familiar with the GUIs shown. If you know neither the GUIs nor the associated systems, please always select ""1 (the GUIs are not familiar to me)"". [Oracle NetSuite Site Success]";"Please indicate to what extent you are already familiar with the GUIs shown. If you know neither the GUIs nor the associated systems, please always select ""1 (the GUIs are not familiar to me)"". [Microsoft Dynamics 365]";"Please indicate to what extent you are already familiar with the GUIs shown. If you know neither the GUIs nor the associated systems, please always select ""1 (the GUIs are not familiar to me)"". [Salesforce Sales Executive Dashboard]";Please enter your current job position here;Please enter the size of the company you are working at;Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [MacOS];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [Windows];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [Linux];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [iOS];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [Android];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [HarmonyOS];Please select below all operating systems you are currently using (including laptop, tablet, smartphones... ). [Other];Does your Company use any of these Enterprise Systems? [SAP S/4HANA];Does your Company use any of these Enterprise Systems? [Oracle NetSuite];Does your Company use any of these Enterprise Systems? [Microsoft Dynamics];Does your Company use any of these Enterprise Systems? [Salesforce];Does your Company use any of these Enterprise Systems? [No Enterprise System];Does your Company use any of these Enterprise Systems? [Other Enterprise System];How often do you use any Enterprise System at work?;Which tasks do you use the Enterprise System for?
749;;;en;472904275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
750;;;en;663256416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
751;;;en;418748438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
752;;1;en;694089703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;2;3;3;5;4;4;5;3;5;2;5;3;4;3;3;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
753;;0;en;1645951926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
754;01.01.1980 00:00;5;en;124165592;4;3;4;3;5;2;5;2;5;2;6;6;4;5;5;4;4;5;3;4;3;5;4;2;3;4;4;4;4;3;5;3;2;2;2;2;3;4;4;4;3;3;3;4;3;3;4;4;5;3;4;4;3;3;6;2;6;2;5;2;6;2;5;2;6;6;5;7;6;5;6;5;25;Male;3;1 (I am not familiar with this GUI);2;2;Researcher;250 and more;Yes;Yes;Yes;Yes;No;No;;Yes;No;No;No;No;No;Never;
755;;1;de;460764560;;;;;;;;;;;;;;;;;;;4;5;3;3;5;4;3;5;4;7 (Strongly agree);4;3;5;6;3;5;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
756;01.01.1980 00:00;5;de;704063827;3;5;2;3;3;2;3;4;3;6;4;5;5;3;3;4;3;4;5;3;4;4;4;4;4;3;4;4;2;7;4;2;6;5;3;4;4;3;4;4;4;3;4;4;3;4;5;6;5;5;4;5;3;5;4;2;5;5;5;3;5;3;5;5;2;5;4;7;6;4;4;5;38;Female;4 (I already used this GUI several times);1 (I am not familiar with this GUI);2;1 (I am not familiar with this GUI);Studentin;250 and more;No;Yes;No;No;No;No;;Yes;No;Yes;No;No;No;Several Times per Month;It-Prüfung
757;;;en;281923846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
758;;0;en;902989655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
759;;;de;308906430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
760;;3;de;280802091;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
761;;0;en;685523262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
762;;;de;1369915383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
763;;4;de;1411590314;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;5;5;3;4;3;4;3;5;4;6;4;2;5;2;2;2;2;2;2;2;2;4;5;6;4;3;4;5;6;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
764;;0;en;832977782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
765;01.01.1980 00:00;5;en;1078683403;2;6;2;5;2;4;2;4;6;5;4;3;2;7;4;3;5;3;3;5;2;5;4;4;2;4;3;5;3;3;4;6;2;5;3;3;3;4;3;4;3;4;5;4;3;5;3;3;4;5;4;5;3;3;4;3;5;3;5;4;3;4;4;4;5;5;5;4;5;5;4;5;28;Female;1 (I am not familiar with this GUI);1 (I am not familiar with this GUI);1 (I am not familiar with this GUI);1 (I am not familiar with this GUI);Student and Minijob;less than 10;Yes;No;No;No;Yes;No;;No;No;No;No;Yes;No;Never;
766;;0;en;1172703143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
767;;0;en;1857831554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
768;01.01.1980 00:00;5;en;426529940;4;3;3;6;7 (Strongly Agree);5;3;3;6;6;6;7;7;6;4;4;5;5;5;3;6;2;6;3;6;3;6;5;6;6;6;6;6;6;5;6;6;2;6;2;6;2;6;3;6;3;6;7;6;7;5;7;4;6;6;3;6;3;6;4;5;2;6;3;6;7;6;7;6;7;5;7;30;Female;3;2;6;4 (I already used this GUI several times);project manager;Okt 49;Yes;Yes;No;Yes;Yes;No;;No;No;No;No;Yes;No;Never;
769;01.01.1980 00:00;5;de;1130042574;3;2;3;5;4;3;2;3;3;3;3;3;4;4;4;6;3;4;6;1 (Strongly Disagree);7 (Strongly agree);2;7 (Strongly agree);2;5;5;3;4;6;5;4;7;6;7;3;4;4;2;5;3;6;4;4;5;3;4;2;5;4;3;7;3;5;3;1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);1 (Strongly Disagree);4;7;6;7;7;5;7;6;25;Male;2;2;1 (I am not familiar with this GUI);5;Junior consultant;Okt 49;Yes;No;No;Yes;No;No;;No;No;No;No;No;No;Never;Habe es in der Vergangenheit genutzt zur Kontrolle
770;;0;en;386247213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
771;;;de;1609847659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
772;;0;en;1332279407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
773;;0;en;1551579182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
774;;0;en;1520177254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
775;;0;en;845877936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
776;;0;en;583486090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
777;;0;en;897975031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
778;;0;en;111568872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
779;;0;en;1642132534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
780;01.01.1980 00:00;5;en;1084901009;1 (Strongly Disagree);7 (Strongly Agree);6;6;3;5;2;6;6;6;1;1;2;1;1;1;1;1;1 (Strongly Disagree);7 (Strongly agree);1 (Strongly Disagree);7 (Strongly agree);2;7 (Strongly agree);2;5;2;5;2;1;1;1;1;1;1;1;3;5;3;5;4;4;2;4;3;4;3;1;3;1;3;2;3;3;5;5;5;2;6;2;6;1 (Strongly Disagree);4;7 (Strongly Agree);6;7;6;7;7;7;7;6;31;Female;5;1 (I am not familiar with this GUI);1 (I am not familiar with this GUI);2;Research Assistant;250 and more;No;Yes;No;No;Yes;No;;Yes;No;No;No;No;No;Several Times per Year;Reisekostenabrechnung
781;;0;en;1889804842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;;
